Name,Platform,Year_of_Release,Genre,Publisher,Developer,Rating
G.I. Joe: The Rise of Cobra,PSP,2009,Action,Electronic Arts,Double Helix Games,T
Front Mission Evolved,PS3,2010,Shooter,Square Enix,Double Helix Games,T
Front Mission Evolved,X360,2010,Shooter,Square Enix,Double Helix Games,T
Front Mission Evolved,PC,2010,Shooter,Square Enix,Double Helix Games,T
Green Lantern: Rise of the Manhunters,PS3,2011,Action,Warner Bros. Interactive Entertainment,Double Helix Games,T
Green Lantern: Rise of the Manhunters,X360,2011,Action,Warner Bros. Interactive Entertainment,Double Helix Games,T
Green Lantern: Rise of the Manhunters,Wii,2011,Action,Warner Bros. Interactive Entertainment,Double Helix Games,E10+
Silent Hill: Homecoming,X360,N/A,Action,Konami Digital Entertainment,Double Helix Games,M
Silent Hill: Homecoming,PS3,N/A,Action,Konami Digital Entertainment,Double Helix Games,M
Top Gun,PS3,2011,Simulation,505 Games,Doublesix,T
TouchMaster: Connect,DS,2010,Puzzle,Warner Bros. Interactive Entertainment,DoubleTap Games,E
Train Simulator 2016,PC,2015,Simulation,Unknown,Dovetail Games,E
Assault Suit Leynos,PS4,2016,Shooter,Rising Star Games,Dracue,E10+
AniMates!,DS,2007,Simulation,Lexicon Entertainment,Dreamcatcher,E
Dreamer Series: Puppy Trainer,DS,2008,Simulation,DreamCatcher Interactive,Dreamcatcher,E
Learn Math,DS,2009,Puzzle,DreamCatcher Interactive,Dreamcatcher,E
Agatha Christie: The ABC Murders,DS,2009,Adventure,JoWood Productions,Dreamcatcher,T
Playmobil Circus,Wii,2009,Action,Mindscape,Dreamcatcher,E
Dreamer Series: Teacher,DS,2009,Simulation,Deep Silver,Dreamcatcher,E
Playmobil Pirates,DS,2009,Action,Mindscape,Dreamcatcher,E10+
Dreamer Series: Shop Owner,DS,2009,Simulation,Deep Silver,Dreamcatcher,E
Dreamer Series: Pop Star,DS,2009,Misc,Tivola,Dreamcatcher,E
Playmobil Knights,DS,2009,Action,Mindscape,Dreamcatcher,E
Inkheart,DS,2009,Adventure,DreamCatcher Interactive,Dreamcatcher,E
Learn Science,DS,2010,Misc,DreamCatcher Interactive,Dreamcatcher,E
Playmobil Top Agents,DS,2010,Action,JoWood Productions,Dreamcatcher,E10+
Gothic Universe,PC,2007,Role-Playing,JoWood Productions,DreamCatcher Interactive,M
The Bouncer,PS2,2000,Action,Sony Computer Entertainment,DreamFactory,T
Kakuto Chojin,XB,2002,Fighting,Microsoft Game Studios,DreamFactory,T
UFC: Tapout 2,XB,2003,Fighting,Capcom,DreamFactory,T
Crimson Tears,PS2,2004,Role-Playing,Capcom,DreamFactory,T
Monster Tale,DS,2011,Platform,Majesco Entertainment,DreamRift,E
Medal of Honor: Frontline,GC,2002,Shooter,Electronic Arts,Dreamworks Games,T
Medal of Honor,PS,1998,Shooter,Electronic Arts,Dreamworks Interactive,T
Medal of Honor: Underground,PS,2000,Shooter,Electronic Arts,Dreamworks Interactive,T
Paperboy / Rampage,GBA,2005,Misc,Zoo Digital Publishing,DSI Games,E
Pong / Asteroids / Yars' Revenge,GBA,2005,Misc,Zoo Digital Publishing,DSI Games,E
Betty Boop's Double Shift,DS,2007,Puzzle,Zoo Digital Publishing,DSI Games,E
Mata Hari: Betrayal is only a Kiss Away,PC,2008,Adventure,DTP Entertainment,DTP Entertainment,T
Sushi Academy,DS,2009,Action,DTP Entertainment,DTP Entertainment,E
15 Days,PC,2009,Adventure,DTP Entertainment,DTP Entertainment,
Vampire Legends: Power of Three,DS,2010,Adventure,THQ,DTP Entertainment,E
Winter Sports 2011,Wii,2011,Sports,DTP Entertainment,DTP Entertainment,
Winter Sports 2011,PS3,2011,Sports,DTP Entertainment,DTP Entertainment,
Winter Sports 2011,X360,2011,Sports,DTP Entertainment,DTP Entertainment,
My Little Baby,DS,2008,Simulation,CDV Software Entertainment,dtp Young Entertainment AG,E
NASCAR Heat Evolution,PS4,2016,Racing,Dusenberry Martin Racing,Dusenberry Martin Racing,E
NASCAR Heat Evolution,XOne,2016,Racing,Dusenberry Martin Racing,Dusenberry Martin Racing,E
Need for Speed Underground,PS2,2003,Racing,Electronic Arts,EA Black Box,E
NHL 2004,XB,2003,Sports,Electronic Arts,EA Black Box,E
Need for Speed: ProStreet,X360,2007,Racing,Electronic Arts,EA Black Box,E10+
Need for Speed: ProStreet,PS3,2007,Racing,Electronic Arts,EA Black Box,E10+
Skate,X360,2007,Sports,Electronic Arts,EA Black Box,T
Skate,PS3,2007,Sports,Electronic Arts,EA Black Box,T
Need For Speed: Undercover,PC,2008,Racing,Electronic Arts,EA Black Box,T
Skate 2,X360,2009,Sports,Electronic Arts,EA Black Box,T
Skate 2,PS3,2009,Sports,Electronic Arts,EA Black Box,T
Skate 3,X360,2010,Sports,Electronic Arts,EA Black Box,T
Skate 3,PS3,2010,Sports,Electronic Arts,EA Black Box,T
Hasbro Family Game Night,Wii,2008,Puzzle,Electronic Arts,EA Bright Light,E
Monopoly,X360,2008,Misc,Electronic Arts,EA Bright Light,E
Hasbro Family Game Night,PS2,2008,Puzzle,Electronic Arts,EA Bright Light,E
Zubo,DS,2008,Misc,Electronic Arts,EA Bright Light,E10+
Harry Potter and the Half-Blood Prince,Wii,2009,Action,Electronic Arts,EA Bright Light,E10+
Need for Speed: Shift,PSP,2009,Racing,Electronic Arts,EA Bright Light,E
Harry Potter and the Half-Blood Prince,PS2,2009,Action,Electronic Arts,EA Bright Light,E10+
Harry Potter and the Half-Blood Prince,DS,2009,Action,Electronic Arts,EA Bright Light,E
Trivial Pursuit,Wii,2009,Misc,Electronic Arts,EA Bright Light,E
Harry Potter and the Half-Blood Prince,PSP,2009,Action,Electronic Arts,EA Bright Light,E
Trivial Pursuit,X360,2009,Misc,Electronic Arts,EA Bright Light,E
Harry Potter and the Half-Blood Prince,PS3,2009,Action,Electronic Arts,EA Bright Light,E10+
Harry Potter and the Half-Blood Prince,X360,2009,Action,Electronic Arts,EA Bright Light,E10+
Trivial Pursuit,PS3,2009,Misc,Electronic Arts,EA Bright Light,E
Trivial Pursuit,PS2,2009,Misc,Electronic Arts,EA Bright Light,E
Harry Potter and the Half-Blood Prince,PC,2009,Action,Electronic Arts,EA Bright Light,E10+
Harry Potter and the Deathly Hallows - Part 1,X360,2010,Action,Electronic Arts,EA Bright Light,T
Harry Potter and the Deathly Hallows - Part 1,PS3,2010,Action,Electronic Arts,EA Bright Light,T
Disney Fairies: Tinker Bell and the Great Fairy Rescue,DS,2010,Adventure,Disney Interactive Studios,EA Bright Light,E
Create,Wii,2010,Action,Electronic Arts,EA Bright Light,E
Create,PS3,2010,Action,Electronic Arts,EA Bright Light,E
Create,X360,2010,Action,Electronic Arts,EA Bright Light,E
Harry Potter and the Deathly Hallows - Part 1,PC,2010,Action,Electronic Arts,EA Bright Light,T
Create,PC,2010,Action,Electronic Arts,EA Bright Light,E
Harry Potter and the Deathly Hallows - Part 2,X360,2011,Action,Electronic Arts,EA Bright Light,T
Harry Potter and the Deathly Hallows - Part 2,Wii,2011,Action,Electronic Arts,EA Bright Light,T
Harry Potter and the Deathly Hallows - Part 2,PS3,2011,Action,Electronic Arts,EA Bright Light,T
Need for Speed III: Hot Pursuit,PS,1998,Racing,Electronic Arts,EA Canada,E
Need For Speed: High Stakes,PS,1999,Racing,Electronic Arts,EA Canada,E
SSX Tricky,PS2,2001,Sports,Electronic Arts,EA Canada,E
NBA Live 2002,PS,2001,Sports,Electronic Arts,EA Canada,E
FIFA Soccer 2003,PS2,2002,Sports,Electronic Arts,EA Canada,E
NBA Live 2003,PS2,2002,Sports,Electronic Arts,EA Canada,E
FIFA Soccer 2003,XB,2002,Sports,Electronic Arts,EA Canada,E
FIFA Soccer 2003,GC,2002,Sports,Electronic Arts,EA Canada,E
SSX 3,PS2,2003,Sports,Electronic Arts,EA Canada,E
FIFA Soccer 2004,XB,2003,Sports,Electronic Arts,EA Canada,E
SSX 3,XB,2003,Sports,Electronic Arts,EA Canada,E
SSX 3,GC,2003,Sports,Electronic Arts,EA Canada,E
FIFA Soccer 2004,GC,2003,Sports,Electronic Arts,EA Canada,E
Need for Speed Underground 2,PS2,2004,Racing,Electronic Arts,EA Canada,E
FIFA Soccer 2005,PS2,2004,Sports,Electronic Arts,EA Canada,E
NBA Live 2005,PS2,2004,Sports,Electronic Arts,EA Canada,E
Need for Speed Underground 2,XB,2004,Racing,Electronic Arts,EA Canada,E
FIFA Soccer 2005,XB,2004,Sports,Electronic Arts,EA Canada,E
NBA Live 2005,XB,2004,Sports,Electronic Arts,EA Canada,E
NCAA March Madness 2005,PS2,2004,Sports,Electronic Arts,EA Canada,E
NBA Live 2005,GC,2004,Sports,Electronic Arts,EA Canada,E
NCAA March Madness 2005,XB,2004,Sports,Electronic Arts,EA Canada,E
FIFA Soccer 2005,GC,2004,Sports,Electronic Arts,EA Canada,E
UEFA Euro 2004: Portugal,PS2,2004,Sports,Electronic Arts,EA Canada,E
FIFA Soccer 2005,GBA,2004,Sports,Electronic Arts,EA Canada,E
Need for Speed Underground 2,PC,2004,Racing,Electronic Arts,EA Canada,T
UEFA Euro 2004: Portugal,XB,2004,Sports,Electronic Arts,EA Canada,E
Need for Speed: Most Wanted,PS2,2005,Racing,Electronic Arts,EA Canada,T
FIFA Soccer 06,PS2,2005,Sports,Electronic Arts,EA Canada,E
Need for Speed: Most Wanted 5-1-0,PSP,2005,Racing,Electronic Arts,EA Canada,E10+
Need for Speed: Most Wanted,X360,2005,Racing,Electronic Arts,EA Canada,T
NBA Street V3,PS2,2005,Sports,Electronic Arts,EA Canada,E
Need for Speed: Most Wanted,XB,2005,Racing,Electronic Arts,EA Canada,T
FIFA Soccer 06,XB,2005,Sports,Electronic Arts,EA Canada,E
NBA Live 06,XB,2005,Sports,Electronic Arts,EA Canada,E
NHL 06,PS2,2005,Sports,Electronic Arts,EA Canada,E10+
Need for Speed: Most Wanted,GC,2005,Racing,Electronic Arts,EA Canada,T
NCAA March Madness 06,PS2,2005,Sports,Electronic Arts,EA Canada,E
SSX On Tour,PS2,2005,Sports,Electronic Arts,EA Canada,E
NBA Live 06,PSP,2005,Sports,Electronic Arts,EA Canada,E
NBA Live 06,GC,2005,Sports,Electronic Arts,EA Canada,E
NBA Street V3,XB,2005,Sports,Electronic Arts,EA Canada,E
Marvel Nemesis: Rise of the Imperfects,PSP,2005,Fighting,Electronic Arts,EA Canada,T
FIFA Street,PS2,2005,Sports,Electronic Arts,EA Canada,E
NBA Street V3,GC,2005,Sports,Electronic Arts,EA Canada,E
NBA Live 06,X360,2005,Sports,Electronic Arts,EA Canada,E
Need for Speed: Most Wanted,DS,2005,Racing,Electronic Arts,EA Canada,E
Need for Speed: Most Wanted,GBA,2005,Racing,Electronic Arts,EA Canada,E
NHL 06,XB,2005,Sports,Electronic Arts,EA Canada,E10+
NBA Street: Showdown,PSP,2005,Sports,Electronic Arts,EA Canada,E
MVP Baseball,PSP,2005,Sports,Electronic Arts,EA Canada,E
Tiger Woods PGA Tour,PSP,2005,Sports,Electronic Arts,EA Canada,E
NCAA March Madness 06,XB,2005,Sports,Electronic Arts,EA Canada,E
SSX On Tour,GC,2005,Sports,Electronic Arts,EA Canada,E
FIFA 06: Road to FIFA World Cup,X360,2005,Sports,Electronic Arts,EA Canada,E
SSX On Tour,XB,2005,Sports,Electronic Arts,EA Canada,E
Need for Speed Underground 2,DS,2005,Racing,Electronic Arts,EA Canada,E
FIFA Soccer,PSP,2005,Sports,Electronic Arts,EA Canada,E
FIFA Street,XB,2005,Sports,Electronic Arts,EA Canada,E
NHL 06,GC,2005,Sports,Electronic Arts,EA Canada,E10+
Need for Speed Carbon: Own the City,PSP,2006,Racing,Electronic Arts,EA Canada,E10+
Need for Speed Carbon,X360,2006,Racing,Electronic Arts,EA Canada,E10+
Need for Speed Carbon,PS2,2006,Racing,Electronic Arts,EA Canada,E10+
Need for Speed Carbon,Wii,2006,Racing,Electronic Arts,EA Canada,E10+
Need for Speed Carbon,PS3,2006,Racing,Electronic Arts,EA Canada,E10+
MVP 06 NCAA Baseball,PS2,2006,Sports,Electronic Arts,EA Canada,E
FIFA World Cup Germany 2006,PS2,2006,Sports,Electronic Arts,EA Canada,E
Madden NFL 07,Wii,2006,Sports,Electronic Arts,EA Canada,E
FIFA World Cup Germany 2006,X360,2006,Sports,Electronic Arts,EA Canada,E
Need for Speed Carbon,XB,2006,Racing,Electronic Arts,EA Canada,E10+
FIFA Street 2,PS2,2006,Sports,Electronic Arts,EA Canada,E
Need for Speed Carbon,GC,2006,Racing,Electronic Arts,EA Canada,E10+
MVP 06 NCAA Baseball,XB,2006,Sports,Electronic Arts,EA Canada,E
FIFA World Cup Germany 2006,XB,2006,Sports,Electronic Arts,EA Canada,E
FIFA Street 2,PSP,2006,Sports,Electronic Arts,EA Canada,E
FIFA World Cup Germany 2006,GC,2006,Sports,Electronic Arts,EA Canada,E
FIFA Street 2,GC,2006,Sports,Electronic Arts,EA Canada,E
FIFA World Cup Germany 2006,PSP,2006,Sports,Electronic Arts,EA Canada,E
FIFA Street 2,XB,2006,Sports,Electronic Arts,EA Canada,E
Rugby 06,PS2,2006,Sports,Electronic Arts,EA Canada,E
FIFA World Cup Germany 2006,DS,2006,Sports,Electronic Arts,EA Canada,E
FIFA World Cup: Germany 2006,GBA,2006,Sports,Electronic Arts,EA Canada,E
FIFA Soccer 08,PS2,2007,Sports,Electronic Arts,EA Canada,E
FIFA Soccer 08,PS3,2007,Sports,Electronic Arts,EA Canada,E
FIFA Soccer 08,PSP,2007,Sports,Electronic Arts,EA Canada,E
FIFA Soccer 08,X360,2007,Sports,Electronic Arts,EA Canada,E
EA Playground,Wii,2007,Sports,Electronic Arts,EA Canada,E
FIFA Soccer 08,Wii,2007,Sports,Electronic Arts,EA Canada,E
NBA Live 08,PS2,2007,Sports,Electronic Arts,EA Canada,E
NBA Live 08,PS3,2007,Sports,Electronic Arts,EA Canada,E
NCAA March Madness 07,PS2,2007,Sports,Electronic Arts,EA Canada,E
NBA Live 08,X360,2007,Sports,Electronic Arts,EA Canada,E
NBA Street Homecourt,X360,2007,Sports,Electronic Arts,EA Canada,E
Medal of Honor Heroes 2,Wii,2007,Shooter,Electronic Arts,EA Canada,T
NBA Live 08,PSP,2007,Sports,Electronic Arts,EA Canada,E
NCAA March Madness 08,PS2,2007,Sports,Electronic Arts,EA Canada,E
NHL 08,PS3,2007,Action,Electronic Arts,EA Canada,E10+
NHL 08,X360,2007,Action,Electronic Arts,EA Canada,E10+
NCAA March Madness 08,X360,2007,Sports,Electronic Arts,EA Canada,E
NCAA March Madness 07,X360,2007,Sports,Electronic Arts,EA Canada,E
NBA Live 08,Wii,2007,Sports,Electronic Arts,EA Canada,E
NBA Street Homecourt,PS3,2007,Sports,Electronic Arts,EA Canada,E
NCAA March Madness 08,PS3,2007,Sports,Electronic Arts,EA Canada,E
UEFA Champions League 2006-2007,X360,2007,Sports,Electronic Arts,EA Canada,E
Rugby 08,PS2,2007,Sports,Electronic Arts,EA Canada,E
FIFA Soccer 08,PC,2007,Sports,Electronic Arts,EA Canada,E
UEFA Champions League 2006-2007,PSP,2007,Sports,Electronic Arts,EA Canada,E
FIFA Soccer 09,PS3,2008,Sports,Electronic Arts,EA Canada,E
FIFA Soccer 09,PS2,2008,Sports,Electronic Arts,EA Canada,E
FIFA Soccer 09,X360,2008,Sports,Electronic Arts,EA Canada,E
FIFA Soccer 09,PSP,2008,Sports,Electronic Arts,EA Canada,E
FIFA Soccer 09 All-Play,Wii,2008,Sports,Electronic Arts,EA Canada,E
NBA Live 09,X360,2008,Sports,Electronic Arts,EA Canada,E
NBA Live 09,PS3,2008,Sports,Electronic Arts,EA Canada,E
NHL 09,X360,2008,Sports,Electronic Arts,EA Canada,E10+
FIFA Soccer 09,DS,2008,Sports,Electronic Arts,EA Canada,E
Celebrity Sports Showdown,Wii,2008,Sports,Electronic Arts,EA Canada,E
NBA Live 09,PS2,2008,Sports,Electronic Arts,EA Canada,E
NHL 09,PS3,2008,Sports,Electronic Arts,EA Canada,E10+
FIFA Street 3,PS3,2008,Sports,Electronic Arts,EA Canada,E
FIFA Street 3,X360,2008,Sports,Electronic Arts,EA Canada,E
NCAA Basketball 09,PS2,2008,Sports,Electronic Arts,EA Canada,E
NCAA Football 09,PSP,2008,Sports,Electronic Arts,EA Canada,E
FaceBreaker K.O. Party,Wii,2008,Fighting,Electronic Arts,EA Canada,T
NCAA Basketball 09,X360,2008,Sports,Electronic Arts,EA Canada,E
FaceBreaker,X360,2008,Fighting,Electronic Arts,EA Canada,T
FaceBreaker,PS3,2008,Fighting,Electronic Arts,EA Canada,T
NCAA Basketball 09,PS3,2008,Sports,Electronic Arts,EA Canada,E
NCAA Football 09 All-Play,Wii,2008,Sports,Electronic Arts,EA Canada,E
NHL 09,PS2,2008,Sports,Electronic Arts,EA Canada,E10+
FIFA Soccer 09,PC,2008,Sports,Electronic Arts,EA Canada,E
NHL 09,PC,2008,Sports,Electronic Arts,EA Canada,E10+
EA Sports Active,Wii,2009,Sports,Electronic Arts,EA Canada,E
Fight Night Round 4,PS3,2009,Fighting,Electronic Arts,EA Canada,T
Fight Night Round 4,X360,2009,Fighting,Electronic Arts,EA Canada,T
NHL 10,X360,2009,Sports,Electronic Arts,EA Canada,E10+
NHL 10,PS3,2009,Sports,Electronic Arts,EA Canada,E10+
NBA Live 10,PS3,2009,Sports,Electronic Arts,EA Canada,E
NBA Live 10,X360,2009,Sports,Electronic Arts,EA Canada,E
NCAA Basketball 10,PS3,2009,Sports,Electronic Arts,EA Canada,E
NCAA Basketball 10,X360,2009,Sports,Electronic Arts,EA Canada,E
NBA Live 10,PSP,2009,Sports,Electronic Arts,EA Canada,E
EA Sports Active 2,Wii,2010,Sports,Electronic Arts,EA Canada,E
2010 FIFA World Cup South Africa,PS3,2010,Sports,Electronic Arts,EA Canada,E
EA Sports Active 2,PS3,2010,Sports,Electronic Arts,EA Canada,E
NBA Jam,Wii,2010,Sports,Electronic Arts,EA Canada,E
NBA Jam,PS3,2010,Sports,Electronic Arts,EA Canada,E
NBA Jam,X360,2010,Sports,Electronic Arts,EA Canada,E
EA Sports Active 2,X360,2010,Sports,Electronic Arts,EA Canada,E
Fight Night Champion,PS3,2011,Fighting,Electronic Arts,EA Canada,M
Fight Night Champion,X360,2011,Fighting,Electronic Arts,EA Canada,M
Need for Speed: Most Wanted,X360,2012,Racing,Electronic Arts,EA Canada,T
SSX,PS3,2012,Sports,Electronic Arts,EA Canada,E
SSX,X360,2012,Sports,Electronic Arts,EA Canada,E
FIFA 14,PS3,2013,Sports,Electronic Arts,EA Canada,E
FIFA 14,X360,2013,Sports,Electronic Arts,EA Canada,E
FIFA 14,PS4,2013,Sports,Electronic Arts,EA Canada,E
FIFA 14,XOne,2013,Sports,Electronic Arts,EA Canada,E
FIFA 14,PSV,2013,Sports,Electronic Arts,EA Canada,E
FIFA 14,PC,2013,Sports,Electronic Arts,EA Canada,E
FIFA 14,Wii,2013,Sports,Electronic Arts,EA Canada,E
FIFA 14,PSP,2013,Sports,Electronic Arts,EA Canada,E
2014 FIFA World Cup Brazil,PS3,2014,Sports,Electronic Arts,EA Canada,E
2014 FIFA World Cup Brazil,X360,2014,Sports,Electronic Arts,EA Canada,E
FIFA Soccer 2004,PS2,N/A,Sports,Electronic Arts,EA Canada,E
NBA Live 2003,XB,N/A,Sports,Electronic Arts,EA Canada,E
NBA Live 2003,GC,N/A,Sports,Electronic Arts,EA Canada,E
NHL 17,PS4,2016,Sports,Electronic Arts,"EA Canada, EA Vancouver",E10+
NHL 17,XOne,2016,Sports,Electronic Arts,"EA Canada, EA Vancouver",E10+
FIFA Street 3,DS,2008,Sports,Electronic Arts,"EA Canada, Exient Entertainment",E
Marvel Nemesis: Rise of the Imperfects,PS2,2005,Fighting,Electronic Arts,"EA Canada, Nihilistic",T
Marvel Nemesis: Rise of the Imperfects,GC,2005,Fighting,Electronic Arts,"EA Canada, Nihilistic",T
Marvel Nemesis: Rise of the Imperfects,XB,2005,Fighting,Electronic Arts,"EA Canada, Nihilistic",T
Marvel Nemesis: Rise of the Imperfects,DS,2005,Fighting,Electronic Arts,"EA Canada, Sensory Sweep",E10+
Fight Night Round 3,PS3,2006,Fighting,Electronic Arts,EA Chicago,T
Fight Night Round 3,PS2,2006,Fighting,Electronic Arts,EA Chicago,T
Fight Night Round 3,X360,2006,Fighting,Electronic Arts,EA Chicago,T
Fight Night Round 3,PSP,2006,Fighting,Electronic Arts,EA Chicago,T
Fight Night Round 3,XB,2006,Fighting,Electronic Arts,EA Chicago,T
Def Jam Icon,PS3,2007,Action,Electronic Arts,EA Chicago,M
Def Jam Icon,X360,2007,Action,Electronic Arts,EA Chicago,M
Star Wars: Battlefront,PC,2004,Shooter,LucasArts,EA DICE,T
Battlefield 2142,PC,2006,Shooter,Electronic Arts,EA DICE,T
Battlefield: Bad Company,X360,2008,Shooter,Electronic Arts,EA DICE,T
Battlefield: Bad Company,PS3,2008,Shooter,Electronic Arts,EA DICE,T
Mirror's Edge,X360,2008,Platform,Electronic Arts,EA DICE,T
Mirror's Edge,PS3,2008,Platform,Electronic Arts,EA DICE,T
Mirror's Edge,PC,2009,Platform,Electronic Arts,EA DICE,T
Battlefield: Bad Company 2,X360,2010,Shooter,Electronic Arts,EA DICE,M
Battlefield: Bad Company 2,PS3,2010,Shooter,Electronic Arts,EA DICE,M
Battlefield: Bad Company 2,PC,2010,Shooter,Electronic Arts,EA DICE,M
Battlefield 3,X360,2011,Shooter,Electronic Arts,EA DICE,M
Battlefield 3,PS3,2011,Shooter,Electronic Arts,EA DICE,M
Battlefield 3,PC,2011,Shooter,Electronic Arts,EA DICE,M
Battlefield 4,PS4,2013,Shooter,Electronic Arts,EA DICE,M
Battlefield 4,PS3,2013,Shooter,Electronic Arts,EA DICE,M
Battlefield 4,X360,2013,Shooter,Electronic Arts,EA DICE,M
Battlefield 4,XOne,2013,Shooter,Electronic Arts,EA DICE,M
Battlefield 4,PC,2013,Shooter,Electronic Arts,EA DICE,M
Battlefield 1,PS4,2016,Shooter,Electronic Arts,EA DICE,M
Battlefield 1,XOne,2016,Shooter,Electronic Arts,EA DICE,M
Battlefield 1,PC,2016,Shooter,Electronic Arts,EA DICE,M
Mirror's Edge Catalyst,PS4,2016,Platform,Electronic Arts,EA DICE,T
Mirror's Edge Catalyst,XOne,2016,Platform,Electronic Arts,EA DICE,T
Mirror's Edge Catalyst,PC,2016,Platform,Electronic Arts,EA DICE,T
Medal of Honor,PS3,2010,Shooter,Electronic Arts,"EA DICE, Danger Close",M
The Lord of the Rings: The Return of the King,PS2,2003,Action,Electronic Arts,EA Games,T
The Lord of the Rings: The Return of the King,XB,2003,Action,Electronic Arts,EA Games,T
NASCAR Thunder 2004,XB,2003,Racing,Electronic Arts,EA Games,E
Harry Potter and the Prisoner of Azkaban,PS2,2004,Action,Electronic Arts,EA Games,E
The Lord of the Rings: The Third Age,PS2,2004,Role-Playing,Electronic Arts,EA Games,T
Harry Potter and the Prisoner of Azkaban,GC,2004,Action,Electronic Arts,EA Games,E
The Lord of the Rings: The Third Age,GC,2004,Role-Playing,Electronic Arts,EA Games,T
